file_name,subset,transcript
LA_T_6150466,train,The pair will meet again in Glasgow and then train together in Australia.
LA_T_6212732,train,The cost of this failure will not hit the commission.
LA_T_6362766,train,That is the last thing they need.
LA_T_6371068,train,That's been the difference between the sides.
LA_T_6457872,train,Both players gave so much to the side.
LA_T_6521388,train,The lack of joint action left many analysts concerned.
LA_T_6531051,train,"We played well at Aberdeen, though we lost."
LA_T_6540438,train,The first match during a step in London.
LA_T_6620806,train,Rangers then had a couple of good efforts.
LA_T_6668176,train,This takes no account of hotel and tourism losses.
LA_T_6763611,train,And does it?
LA_T_6799312,train,One letter from a teacher arrived at Christmas.
LA_T_6813958,train,Martin O'Neill called this game almost exactly right.
LA_T_6949400,train,It is based on population rather than need.
LA_T_6995687,train,He may be ready for the first team action in March.
LA_T_7000444,train,Yesterday's session was the last full one before Christmas.
LA_T_7024437,train,That's the danger when you have to play too many young players.
LA_T_7024613,train,The Life Office will now stay with Abbey.
LA_T_7234808,train,The doctors say that he will be fine for the performance next week.
LA_T_7254652,train,"Meanwhile, the trust presented its first grant awards for Scotland yesterday."
LA_T_7344886,train,It was a goal which came from nothing.
LA_T_7504201,train,The FILD cabinet will meet today to discuss the oil crisis.
LA_T_7515281,train,"And that is the bottom line, box office."
LA_T_7566470,train,"Five years ago, its return was rejected."
LA_T_7613910,train,The children were later able to leave by bus.
LA_T_7746591,train,I felt it was time for me to leave to develop my career.
LA_T_7855509,train,The same trend showed up throughout Britain.
LA_T_7861379,train,We have a substantial value of assets on the ground.
LA_T_7866363,train,The strong performance is expected to continue.
LA_T_7944475,train,What happened in that game?
LA_T_7974354,train,We still think this trade is on the increase.
LA_T_7974410,train,Its primary business channel is the internet.
LA_T_7974459,train,He felt too close to head office.
LA_T_8032109,train,Does the name matter?
LA_T_8049822,train,"If I didn't go for the world record, I'd feel guilty."
LA_T_8156237,train,He is keen to stay in public service.
LA_T_8214917,train,"Under Alex Ferguson, Aberdeen showed it could be done."
LA_T_8387777,train,Analysts believe the market would welcome the group's plans.
LA_T_8423394,train,If you believe in the blue and white.
LA_T_8503822,train,The executive has so far not offered any immediate prospect of major change.
LA_T_8520270,train,Edinburgh prison will also require to be seen.
LA_T_8760338,train,Last night Bush carried it rather easily.
LA_T_8791339,train,It was a bit like having children.
LA_T_8865587,train,This is certainly not the time for attempts at trial by media.
LA_T_8918938,train,He would discuss the peace process in Northern Ireland.
LA_T_8987811,train,Of course people will try the things they see on TV.
LA_T_8989127,train,"One royal, however, was himself criticised yesterday."
LA_T_9189420,train,I always felt they played for me.
LA_T_9203438,train,Commercial producers were present in large numbers.
LA_T_9226313,train,This style was direct and very human.
LA_T_9275052,train,This is an audience determined to enjoy themselves.
LA_T_9320200,train,You are not allowed to do that.
LA_T_9402563,train,He would just go on doing his job.
LA_T_9519970,train,Getting that balance right can be very difficult.
LA_T_9565794,train,Are you going to win?
LA_T_9644594,train,"If not, a deal could take many months."
LA_T_9660280,train,It happened on average once a week this year.
LA_T_9673436,train,The report will go over for the Scottish Parliament probably in early autumn.
LA_T_9717737,train,They know the truth. They really know the truth.
LA_T_9923341,train,He had got himself into trouble with money and needed money.
LA_T_1011221,train,It is a triumphant performance which defies the years.
LA_T_1158098,train,They've got some extremely good players.
LA_T_1483721,train,I am not ready for Lennox Lewis.
LA_T_1590181,train,"Luckily, our patient was stable."
LA_T_1622807,train,and it had two seats.
LA_T_1831818,train,"For businesses, the benefits will be enormous."
LA_T_1878391,train,Downing Street insisted we have made clear that the deadline is absolute.
LA_T_1895676,train,He wants to be competing for titles and medals.
LA_T_1948575,train,It caused a lot of upset.
LA_T_1963829,train,Civic leaders yesterday praised the good behaviour of revelers across the country.
LA_T_1970201,train,It was a lovely sunset.
LA_T_2109303,train,It's never great to finish second.
LA_T_2280500,train,You were an easy target and therefore an easy sacrifice.
LA_T_2450169,train,Laura is an investment banker.
LA_T_2454697,train,We were beaten by the better team.
LA_T_2474244,train,I was inspired by two things.
LA_T_2547007,train,Twaddle is a case in point.
LA_T_2579152,train,This would include the GM food industry.
LA_T_2822179,train,The best thing for me was to join the army.
LA_T_2852133,train,Movie stars are public property.
LA_T_3041149,train,Dancing will help his ankles and his feet.
LA_T_3041626,train,There's always the next century.
LA_T_3058432,train,We're looking for unity in the council.
LA_T_3154528,train,We played them off the pitch.
LA_T_3204710,train,William Hague delighted his party.
LA_T_3325414,train,It makes no difference to their friendship.
LA_T_3354987,train,The wedding date has been set for Orlando in Florida in October.
LA_T_3397728,train,"He added, we are not prepared for war."
LA_T_3426509,train,We have a budget in March.
LA_T_3452222,train,We have no information on Iraq.
LA_T_3624315,train,Thereafter they will allow to proceed.
LA_T_3641295,train,I am considered a teenager.
LA_T_3643851,train,"Either way, the investor retains the premium."
LA_T_3679258,train,The Shadow Chancellor is away on holiday.
LA_T_3725307,train,Washington is consumed by the crisis.
LA_T_3956959,train,This is absolutely not true.
LA_T_3968554,train,Low pay is endemic in the National Health Service.
LA_T_4072277,train,Bobby Williamson has been brilliant.
LA_T_4075500,train,She is currently the permanent secretary at the Department of Transport.
LA_T_4124955,train,"Instead, he missed the lot."
LA_T_4337007,train,It was his own decision.
LA_T_4345283,train,I won't make an official complaint.
LA_T_4350897,train,Venus rejects the very suggestion.
LA_T_4366892,train,And we have the experience.
LA_T_4460814,train,We will turn the corner.
LA_T_4494495,train,Drink and petrol prices remain untouched.
LA_T_4565832,train,That remains the unanswered question.
LA_T_4575102,train,Friends said he had suffered a blackout two weeks ago.
LA_T_4606578,train,They need to be involved.
LA_T_4679163,train,"Anyway, the job will be part-time."
LA_T_4778437,train,Do you think we are a top nation?
LA_T_4801937,train,It gave me something to focus on.
LA_T_4807785,train,This year it will amount to a few hundred thousand pounds.
LA_T_4825064,train,And the World Cup has not even begun.
LA_T_4829102,train,Kingfisher reports interim figures tomorrow.
LA_T_4848180,train,It tells the story of a woman who has probably been abused.
LA_T_4853464,train,I've come here for the jersey.
LA_T_5051764,train,I came up through the ranks.
LA_T_5140325,train,How independent is that?
LA_T_5179598,train,Have I really come to this?
LA_T_5214235,train,A warning may be sufficient to reform behaviour.
LA_T_5235221,train,"However, there is an issue isn't there?"
LA_T_5387155,train,Our destiny is in our own hands.
LA_T_5525305,train,It was only later that the condition was diagnosed.
LA_T_5535201,train,The point is raised again that evening at the assembly rooms.
LA_T_5633732,train,Walker plans to return indoors.
LA_T_5637214,train,Harry Potter has lost his magic.
LA_T_5751244,train,Alan is strong in every shape and form.
LA_T_5795459,train,The amount of alcohol as a whole was very high.
LA_T_5796504,train,He ended up a headmaster.
LA_T_5824253,train,He looked at me before applying.
LA_T_5855384,train,There was no basis for their arrest.
LA_T_6106283,train,It could be done by experts and lawyers.
LA_T_6139557,train,It seemed a moving and fitting tribute.
LA_T_6237013,train,Treasury spokesman Malcolm Bruce is also considered a potential contender.
LA_T_6524013,train,It didn't matter who was in their way.
LA_T_6602884,train,"In time, the First Minister will grow in stature."
LA_T_6698424,train,Everyone can have their opinion.
LA_T_6710807,train,The question is whether private investors should follow their example.
LA_T_6812855,train,Is there a waiting list?
LA_T_6978009,train,The company hopes to repeat the process in France.
LA_T_6982603,train,I saw them last week.
LA_T_7051313,train,Does that put pressure on us?
LA_T_7086580,train,Aberdeen had little to offer.
LA_T_7165182,train,They will probably come back.
LA_T_7226623,train,The Dutchman was pleased with the result.
LA_T_7231745,train,This action reflects a slump in bookings.
LA_T_7317221,train,6 games without defeat is the legacy so far.
LA_T_7359075,train,"It particularly increases underage drinking, he claimed."
LA_T_7445288,train,The shoppers knew it before city investors did.
LA_T_7533042,train,There is no change in principle from the white paper.
LA_T_7583143,train,Potions said he would drive.
LA_T_7690633,train,This is a load of nonsense.
LA_T_7717952,train,Finding suitable replacements would not be easy.
LA_T_7746928,train,"In general terms, the proposals are very much in line with expectations."
LA_T_7778575,train,It seems to have worked.
LA_T_7786868,train,"Of course, it is a tough assignment."
LA_T_7839314,train,"Clearly, they had other problems."
LA_T_7878810,train,I should think so too.
LA_T_7962007,train,It comes from reflection or thinking.
LA_T_8007489,train,Whether should not be a factor.
LA_T_8052308,train,They were never seen again by friends or relatives.
LA_T_8057044,train,"Now, suddenly we have this new landscape."
LA_T_8105555,train,Those overseas offices were great.
LA_T_8164024,train,Her political persuasion is no secret.
LA_T_8185303,train,Labour will almost certainly remain in control.
LA_T_8196808,train,"In the event, it proved a largely uplifting experience."
LA_T_8290600,train,I'm interested in interesting work.
LA_T_8342717,train,Flanker Gordon Simpson may also feature in that match.
LA_T_8405652,train,"If that's the case, he will struggle."
LA_T_8571358,train,Calvin was always recognised as a player with potential.
LA_T_8589988,train,Plans were made to expand.
LA_T_8780063,train,When she went off it was quite amazing.
LA_T_8781605,train,McCall is unlikely to change a winning team.
LA_T_8807017,train,You can feel at home in China.
LA_T_8812445,train,Another casualty yesterday was John Prescott.
LA_T_8919107,train,Does it matter?
LA_T_8983353,train,Years ago it was really quite simple.
LA_T_9002298,train,You are a great player.
